stop_id;Frequency
4304;48
4305;41
4306;42
4307;41
4309;41
4310;48
4311;42
4312;107
4313;98
4316;107
4317;98
4318;98
4319;107
4320;107
4321;98
4328;213
4329;219
4332;170
4338;94
4339;96
4340;86
4341;86
4342;86
4343;86
4344;86
4345;86
4346;86
4347;96
4348;179
4349;94
4350;96
4357;85
4359;85
4360;85
4363;85
4364;85
4367;85
4368;85
4371;85
4372;85
4375;85
4376;85
4378;85
4380;24
4382;288
4383;283
4384;288
4385;283
4386;288
4387;283
4394;288
4395;283
4396;1123
4397;840
4398;254
4399;226
4403;866
4404;852
4405;795
4406;761
4409;1669
4410;761
4412;1657
4413;852
4414;45
4415;48
4417;105
4419;108
4424;18
4425;21
4428;83
4436;915
4437;83
4438;83
4439;915
4440;83
4441;77
4443;77
4444;77
4445;77
4446;923
4447;433
4457;33
4458;39
4459;106
4460;106
4461;39
4462;33
4463;39
4464;48
4465;54
4468;33
4469;39
4472;139
4473;1141
4475;106
4476;400
4477;106
4478;400
4479;852
4480;866
4481;282
4482;106
4483;388
4484;68
4485;74
4486;154
4487;900
4488;908
4490;145
4492;462
4493;81
4494;81
4495;81
4496;81
4498;427
4499;345
4500;339
4501;526
4504;129
4505;804
4506;787
4507;804
4508;139
4509;804
4510;787
4511;828
4512;814
4513;828
4514;814
4517;310
4518;445
4519;270
4520;923
4521;246
4523;263
4526;227
4528;248
4530;272
4531;345
4533;345
4539;310
4543;200
4552;142
4555;142
4557;142
4558;89
4559;95
4560;89
4561;95
4564;89
4565;95
4566;89
4568;89
4569;95
4570;89
4571;95
4574;89
4575;95
4576;95
4577;89
4578;89
4579;95
4580;203
4582;208
4583;208
4585;378
4587;216
4588;206
4589;216
4590;206
4591;216
4593;216
4594;206
4595;216
4596;206
4597;206
4598;216
4599;208
4600;203
4601;208
4602;203
4603;203
4612;208
4613;369
4614;166
4616;166
4618;208
4640;1579
4641;1579
4647;785
4648;794
4650;785
4651;794
4652;39
4653;1068
4655;794
4656;785
4657;785
4663;785
4665;785
4669;785
4671;785
4675;785
4678;794
4682;794
4684;794
4688;794
4691;794
4693;794
4697;955
4700;89
4701;1038
4703;361
4704;519
4705;519
4708;316
4709;155
4710;479
4712;48
4713;203
4714;479
4715;300
4716;479
4717;470
4718;312
4720;1250
4721;166
4722;166
4725;158
4726;158
4727;158
4728;158
4729;158
4730;158
4731;158
4732;206
4733;206
4734;158
4737;158
4738;158
4739;158
4741;95
4743;203
4746;203
4747;203
4750;208
4751;208
4753;195
4754;195
4755;169
4756;199
4757;199
4759;199
4760;348
4762;95
4763;189
4764;189
4765;189
4767;189
4768;189
4769;130
4770;122
4771;122
4772;130
4775;99
4776;108
4777;108
4778;108
4779;105
4780;105
4782;875
4783;99
4784;96
4785;99
4786;96
4787;131
4788;915
4789;753
4790;96
4792;99
4793;99
4794;2083
4795;96
4796;99
4797;96
4800;96
4801;96
4802;99
4803;105
4804;410
4805;410
4806;410
4807;692
4808;410
4809;788
4810;808
4818;410
4820;412
4821;711
4822;410
4823;96
4824;96
4825;96
4827;96
4828;96
4829;96
4830;99
4831;99
4832;99
4834;99
4835;99
4837;153
4838;153
4839;153
4840;153
4841;159
4842;159
4843;159
4845;87
4847;314
4848;205
4849;205
4850;211
4851;211
4852;205
4853;81
4854;211
4856;211
4857;205
4859;205
4860;211
4862;211
4863;12
4864;407
4867;709
4869;200
4871;200
4872;196
4873;196
4874;205
4875;205
4876;205
4877;727
4878;205
4879;196
4880;1482
4881;764
4882;205
4883;211
4884;211
4885;205
4886;196
4887;205
4888;196
4889;410
4890;410
4891;410
4892;410
4893;410
4896;111
4897;111
4898;108
4899;111
4900;108
4901;108
4902;108
4903;96
4904;99
4905;99
4906;96
4907;99
4908;96
4911;1468
4912;410
4913;410
4914;1468
4918;410
4920;1524
4922;445
4923;744
4924;111
4925;709
4929;782
4930;814
4932;521
4933;521
4934;521
4935;518
4936;518
4937;623
4938;629
4939;667
4940;200
4941;158
4942;1291
4945;1320
4950;886
4951;60
4954;940
4955;972
4956;783
4960;95
4961;95
4962;60
4963;715
4968;407
4969;407
4970;407
4971;438
4972;438
4973;438
4975;139
4976;142
4977;154
4978;157
4979;154
4980;157
4981;563
4982;438
4983;661
4984;664
4985;104
4986;804
4987;787
4988;804
4991;24
4992;27
4993;787
4994;804
4996;804
4997;787
4998;811
4999;831
5000;831
5002;27
5003;24
5007;787
5008;804
5009;787
5010;828
5011;871
5025;363
5027;363
5028;399
5029;1190
5031;366
5032;2383
5035;378
5038;378
5041;366
5043;366
5045;378
5046;24
5048;66
5049;69
5050;66
5051;69
5052;69
5053;45
5054;66
5055;66
5056;66
5057;66
5058;69
5059;69
5060;48
5061;69
5062;69
5064;1591
5065;48
5066;45
5067;66
5068;69
5069;66
5070;69
5071;69
5072;66
5073;66
5074;69
5076;561
5077;385
5078;48
5079;337
5080;366
5081;83
5082;414
5083;83
5084;58
5085;627
5086;405
5087;405
5089;369
5090;369
5091;369
5092;369
5093;369
5095;369
5096;154
5097;148
5098;717
5100;191
5102;239
5103;191
5104;191
5105;191
5106;191
5107;191
5108;191
5109;191
5110;191
5111;191
5112;191
5113;191
5114;191
5115;191
5116;128
5117;128
5118;945
5119;497
5120;497
5121;497
5122;1314
5123;563
5124;563
5125;1325
5126;494
5127;494
5128;494
5131;953
5132;122
5135;106
5137;320
5140;194
5141;194
5142;199
5143;106
5144;106
5145;106
5146;106
5147;106
5148;106
5157;48
5171;335
5172;321
5180;114
5181;359
5182;342
5183;108
5187;48
5188;48
5192;48
5195;54
5196;54
5197;54
5201;342
5202;92
5204;455
5205;444
5210;60
5211;60
5220;444
5224;100
5229;48
5230;54
5231;54
5232;48
5233;60
5234;60
5235;359
5239;344
5242;344
5243;341
5246;341
5247;344
5248;344
5253;341
5254;344
5257;344
5258;341
5261;238
5262;35
5264;344
5265;378
5266;341
5267;344
5268;341
5271;1702
5273;348
5274;320
5275;348
5276;320
5277;348
5278;320
5279;35
5280;320
5281;372
5282;59
5283;24
5284;361
5285;368
5286;692
5287;348
5288;35
5289;320
5290;24
5291;59
5292;344
5293;372
5296;344
5297;372
5299;35
5300;536
5301;562
5302;240
5307;376
5311;37
5313;37
5317;681
5318;48
5319;48
5321;195
5323;330
5325;164
5327;134
5329;113
5330;113
5331;111
5332;113
5333;95
5334;111
5335;54
5336;56
5337;56
5338;54
5339;56
5340;54
5341;122
5342;124
5343;54
5344;56
5345;108
5346;105
5347;128
5348;117
5349;128
5350;117
5351;58
5352;56
5353;56
5354;58
5355;158
5357;2
5359;56
5360;58
5361;56
5362;58
5363;56
5364;60
5365;56
5366;56
5367;39
5368;2
5370;86
5371;387
5374;39
5375;125
5376;86
5377;39
5379;86
5380;86
5381;86
5382;39
5383;39
5384;39
5385;39
5390;100
5391;218
5395;2
5402;915
5403;807
5404;858
5405;819
5406;768
5407;819
5408;768
5409;819
5410;768
5411;819
5412;768
5416;85
5418;182
5419;265
5420;868
5421;919
5422;919
5423;868
5424;919
5425;868
5427;85
5428;862
5430;94
5431;94
5432;94
5435;100
5437;276
5439;100
5441;94
5442;94
5445;265
5446;60
5447;60
5448;96
5450;321
5451;429
5452;819
5453;768
5454;819
5455;768
5456;919
5458;100
5461;768
5462;819
5463;819
5464;768
5465;768
5466;819
5470;100
5471;86
5472;86
5473;86
5474;86
5475;86
5476;39
5477;39
5480;39
5481;39
5482;39
5483;39
5486;100
5487;86
5488;86
5489;86
5490;86
5491;86
5492;86
5493;86
5494;86
5495;86
5496;86
5497;86
5504;54
5506;114
5507;108
5508;114
5509;108
5510;114
5511;108
5512;282
5513;299
5518;347
5519;336
5524;410
5526;111
5527;108
5528;108
5529;111
5530;108
5534;518
5536;410
5537;410
5538;410
5539;1282
5540;1279
5545;299
5546;282
5554;48
5555;48
5556;54
5557;54
5558;299
5559;282
5560;108
5561;111
5564;515
5566;125
5567;1047
5568;1048
5569;284
5570;283
5571;158
5573;21
5574;22
5575;21
5576;291
5577;1211
5578;126
5579;908
5580;939
5581;126
5582;125
5583;5588
5585;21
5586;100
5587;86
5594;283
5595;284
5597;293
5598;291
5599;86
5602;1852
5603;1862
5606;140
5607;140
5608;183
5609;108
5610;108
5612;451
5613;65
5614;66
5615;65
5616;66
5617;96
5618;65
5619;66
5620;60
5621;66
5622;65
5623;66
5624;65
5635;1931
5638;1927
5639;223
5641;158
5642;190
5643;1909
5644;1903
5646;105
5651;108
5652;105
5663;66
5666;65
5667;66
5668;223
5669;223
5670;224
5671;114
5672;156
5673;190
5674;100
5675;86
5680;65
5681;65
5682;66
5683;250
5684;262
5685;66
5686;65
5687;66
5688;65
5689;65
5690;66
5691;65
5692;66
5693;66
5694;65
5695;66
5696;65
5697;320
5698;66
5699;60
5700;114
5705;66
5706;65
5708;33
5713;86
5714;86
5715;113
5716;60
5718;65
5719;66
5720;65
5721;66
5722;65
5723;66
5724;65
5727;66
5728;65
5731;251
5732;251
5733;185
5734;186
5735;65
5736;66
5737;65
5738;66
5739;65
5740;66
5741;66
5742;65
5745;48
5746;66
5747;65
5748;65
5749;66
5752;185
5755;66
5756;65
5757;148
5760;1865
5761;1864
5762;48
5763;48
5765;48
5766;126
5767;199
5768;33
5769;1152
5770;1074
5772;1152
5773;1074
5774;1152
5775;1074
5777;48
5780;48
5781;916
5782;994
5783;916
5784;994
5785;1736
5786;1828
5787;882
5788;916
5789;928
5790;900
5791;882
5792;916
5793;33
5794;933
5795;955
5796;27
5797;27
5798;928
5799;933
5802;35
5803;1826
5804;1853
5805;1826
5806;795
5808;48
5809;45
5810;18
5811;950
5812;884
5815;1828
5816;12
5817;1864
5818;186
5821;90
5822;141
5825;444
5826;455
5827;444
5828;455
5829;323
5830;327
5831;90
5832;96
5833;323
5834;327
5835;77
5836;950
5838;12
5839;18
5840;1828
5841;884
5842;42
5843;42
5844;48
5845;45
5846;77
5847;42
5848;950
5849;884
5850;77
5851;42
5852;45
5853;48
5854;48
5855;42
5856;77
5858;905
5859;77
5860;836
5861;42
5862;1093
5863;836
5864;1052
5865;48
5866;48
5892;123
5893;114
5895;852
5896;852
5897;293
5899;120
5900;632
5901;565
5902;531
5903;514
5904;269
5905;414
5906;224
5908;222
5912;331
5913;295
5914;340
5915;105
5916;105
5917;105
5918;105
5919;105
5920;105
5921;331
5922;283
5923;331
5924;283
5925;497
5926;431
5928;105
5929;288
5930;111
5931;157
5932;565
5933;93
5934;571
5935;157
5936;303
5937;571
5938;565
5942;280
5943;408
5944;414
5945;224
5946;269
5947;269
5948;222
5949;269
5950;632
5953;224
5954;222
5956;222
5957;380
5958;372
5960;500
5961;511
5962;500
5963;500
5964;511
5965;666
5966;511
5967;686
5970;115
5971;112
5972;115
5973;112
5976;405
5977;407
5978;405
5979;407
5980;462
5981;480
5982;728
5988;131
5990;128
5991;363
5992;131
5993;128
5994;188
5995;179
5996;188
5997;179
5998;188
5999;179
6000;188
6001;179
6002;188
6003;179
6004;173
6005;170
6006;173
6007;170
6008;170
6009;173
6010;170
6011;173
6012;170
6013;173
6014;170
6015;173
6016;173
6017;170
6018;188
6019;179
6020;188
6021;179
6022;134
6023;170
6024;282
6025;336
6026;134
6027;170
6028;75
6029;75
6030;75
6031;75
6032;27
6033;30
6034;27
6035;30
6036;27
6037;30
6038;27
6039;30
6040;115
6041;78
6042;115
6043;48
6044;250
6045;138
6046;250
6047;138
6048;138
6053;256
6054;310
6055;234
6056;195
6057;234
6058;195
6059;234
6060;195
6061;234
6062;195
6063;60
6064;100
6065;100
6066;60
6069;100
6070;60
6071;100
6072;60
6073;60
6074;100
6075;81
6076;100
6077;88
6078;48
6079;60
6080;135
6081;60
6082;135
6083;60
6084;135
6085;507
6086;218
6087;160
6088;35
6091;100
6092;60
6093;100
6094;60
6095;166
6096;202
6099;314
6100;368
6101;282
6102;336
6103;195
6104;234
6105;195
6106;234
6109;166
6111;148
6113;100
6114;100
6115;148
6116;166
6117;141
6118;145
6119;145
6120;141
6121;240
6122;333
6123;92
6124;167
6125;134
6126;135
6127;195
6128;234
6129;195
6130;234
6131;195
6132;234
6133;195
6134;234
6135;285
6136;361
6137;256
6138;310
6139;60
6140;100
6143;60
6144;100
6145;60
6146;100
6147;60
6148;100
6149;60
6150;100
6151;60
6152;100
6153;148
6154;201
6155;135
6156;60
6157;135
6158;226
6159;283
6160;90
6161;194
6162;27
6163;226
6164;283
6165;60
6166;100
6167;60
6168;100
6169;60
6170;100
6171;89
6172;89
6173;100
6174;60
6175;60
6176;100
6179;60
6180;100
6181;60
6182;135
6183;60
6184;135
6185;60
6186;100
6187;60
6188;100
6189;60
6190;100
6191;35
6193;60
6194;100
6195;100
6196;30
6197;27
6198;30
6199;175
6201;210
6202;196
6203;497
6204;431
6205;36
6206;71
6207;36
6208;71
6209;36
6212;283
6213;331
6215;431
6221;75
6222;75
6230;196
6231;193
6234;447
6235;446
6236;363
6237;365
6238;363
6239;398
6240;387
6241;398
6242;387
6243;108
6244;99
6245;139
6246;127
6247;139
6248;127
6249;139
6250;127
6251;139
6252;127
6253;75
6254;96
6255;96
6256;75
6257;75
6259;103
6260;106
6261;103
6262;106
6263;103
6264;106
6267;75
6268;75
6269;75
6270;277
6271;75
6272;277
6273;96
6275;543
6276;548
6277;625
6278;601
6279;211
6280;193
6284;72
6285;70
6286;74
6291;1597
6292;868
6294;433
6295;262
6296;279
6297;492
6298;838
6299;769
6300;619
6302;408
6303;394
6308;486
6309;474
6310;507
6311;474
6312;93
6313;408
6314;81
6315;93
6316;81
6317;93
6318;93
6319;81
6320;81
6321;93
6323;93
6325;398
6326;387
6327;387
6329;227
6330;218
6331;218
6332;227
6333;227
6334;227
6335;218
6336;218
6337;794
6338;1027
6339;227
6340;218
6341;218
6342;227
6343;218
6345;1012
6346;1027
6348;227
6350;139
6351;139
6352;227
6353;218
6354;1012
6358;196
6361;1012
6362;1027
6369;218
6370;227
6371;982
6372;1006
6378;743
6380;12
6385;214
6386;436
6387;743
6388;443
6389;436
6390;736
6391;443
6392;969
6393;984
6394;164
6395;164
6396;133
6397;164
6398;381
6399;339
6400;113
6401;133
6402;15
6403;736
6404;624
6405;634
6406;434
6407;247
6408;547
6410;459
6411;439
6412;547
6413;573
6414;439
6415;459
6418;326
6419;440
6421;1222
6424;1222
6425;1218
6426;35
6428;35
6432;228
6433;113
6434;133
6435;113
6436;133
6443;101
6444;95
6445;101
6446;95
6447;101
6448;95
6452;443
6453;1218
6455;619
6456;615
6457;501
6458;511
6459;615
6460;619
6461;428
6462;1541
6463;634
6464;624
6465;1493
6466;418
6468;81
6469;218
6470;963
6471;1205
6472;227
6473;227
6474;218
6476;969
6477;443
6478;436
6479;634
6480;624
6481;81
6482;624
6488;254
6489;248
6490;443
6515;3618
6516;428
6517;428
6518;453
6520;193
6521;1823
6523;214
6528;1253
6529;1222
6530;453
6531;428
6532;453
6533;428
6534;214
6535;193
6538;214
6539;193
6540;214
6541;193
6543;1019
6544;1781
6545;1797
6548;990
6549;1822
6550;60
6551;60
6552;60
6554;60
6555;60
6557;254
6558;248
6561;254
6562;248
6563;254
6564;248
6568;248
6569;254
6570;254
6571;248
6572;990
6574;248
6575;254
6576;963
6577;779
6578;764
6582;764
6583;779
6584;227
6586;218
6587;227
6588;426
6589;417
6590;250
6591;80
6594;139
6595;131
6600;184
6602;1603
6604;1459
6605;213
6606;1540
6613;8
6614;4
6618;80
8013;877
8014;924
8015;796
8017;94
8019;840
8020;27
8021;27
9990;1673
10000;184
10001;12
10002;15
10003;98
10005;101
10006;33
10007;98
10008;98
10009;107
10010;107
10011;57
10013;343
10014;139
10015;148
10016;788
10017;800
10018;173
10020;173
10021;955
10022;454
10023;163
10025;185
10027;359
10028;18
10029;909
10031;106
10037;201
10038;201
10043;336
10045;45
10046;45
10047;96
10048;96
10049;190
10050;94
10052;86
10053;100
10054;100
10055;100
10056;191
10057;191
10058;1006
10059;141
10060;1013
10061;213
10062;183
10063;185
10064;223
10065;12
10067;987
10070;86
10071;336
10072;86
10073;86
10074;86
10075;33
10076;36
10077;1767
10078;1435
10079;1569
10082;86
10083;80
10089;106
10090;311
10093;86
10096;60
10097;32
10098;100
10099;67
10100;150
10101;546
10104;374
10106;111
10107;181
10108;100
10109;60
10110;100
10111;60
10112;100
10113;60
10114;100
10115;60
10116;100
10117;60
10119;313
10120;30
10121;60
10122;157
10123;157
10125;269
10126;269
10127;86
10128;86
10129;86
10130;60
10131;86
10132;110
10133;283
10135;12
10136;269
10137;220
10138;246
10139;75
10140;198
10141;359
10144;161
10145;359
10146;359
10148;138
10149;220
10150;177
10151;177
10152;574
10153;532
10154;231
10155;240
10156;231
10160;547
10161;206
10162;526
10163;1066
10164;653
10166;191
10167;325
10168;717
10174;462
10175;138
10177;771
10178;130
10179;428
10180;2087
10181;1227
10182;408
10183;365
10185;2312
10186;185
10187;75
10188;75
10189;858
10190;3266
10192;166
10193;60
10194;54
10195;75
10196;481
10197;490
10198;311
10199;313
10200;1796
10201;1789
10209;69
10210;120
10211;144
10212;156
10213;162
10214;156
10215;162
10216;189
10217;156
10221;922
10223;74
10225;922
10226;269
10227;269
10228;542
10229;48
10230;154
10231;112
10233;154
10234;154
10235;154
10236;33
10237;39
10239;185
10240;314
10241;185
10244;186
10245;30
10246;36
10249;66
10250;66
10251;726
10252;33
10253;39
10254;2
10256;184
10258;173
10259;184
10262;118
10270;372
10271;372
10272;372
10273;372
10276;173
10277;183
10278;73
10279;173
10280;183
10281;70
10282;73
10284;57
10285;57
10286;60
10288;153
10289;66
10296;82
10297;82
10298;260
10299;99
10302;199
10303;800
10304;250
10305;59
10306;1199
10307;254
10308;24
10309;519
10310;634
10311;59
10313;75
10314;1124
10316;376
10322;170
10324;158
10325;197
10326;111
10327;60
10328;60
10330;1031
10331;1031
10332;1030
10334;60
10335;617
10336;66
10337;39
10338;69
10341;617
10342;66
10344;69
10346;98
10347;98
10349;98
10351;188
10352;197
10354;98
10355;176
10356;98
10358;113
10359;213
10360;98
10362;113
10363;206
10364;98
10366;426
10368;511
10369;93
10370;113
10371;174
10372;113
10373;59
10374;188
10375;59
10376;1232
10377;206
10378;785
10379;48
10380;197
10381;27
10383;36
10384;343
10385;89
10386;819
10387;59
10388;438
10391;145
10392;453
10393;453
10394;551
10395;453
10396;2161
10397;45
10398;48
10399;54
10400;56
10401;66
10404;60
10405;60
10406;254
10407;248
10408;248
10409;407
10410;339
10411;493
10412;133
10413;133
10414;218
10415;48
10416;27
10417;27
10418;27
10420;48
10422;59
10423;87
10425;400
10426;121
10427;121
10428;159
10429;205
10430;205
10431;198
10432;518
10433;193
10434;1797
10436;1781
10437;410
10438;108
10439;1104
10441;111
10444;45
10445;45
10446;98
10447;162
10448;48
10453;48
10459;82
10460;153
10463;48
10464;100
10465;100
10467;201
10468;154
10469;154
10470;201
10472;30
10475;269
10476;203
10477;82
10478;82
10479;164
10480;164
10481;164
10482;164
10483;164
10484;82
10486;251
10487;251
10488;164
10489;164
10490;164
10491;164
10493;81
10494;164
10495;164
10498;208
10499;164
10500;185
10501;62
10502;164
10503;164
10504;164
10505;164
10506;164
10507;164
10508;54
10509;54
10510;57
10511;57
10512;42
10513;54
10514;57
10515;269
10516;107
10517;90
10518;90
10523;118
10524;95
10526;371
10527;501
10529;100
10530;159
10533;857
10534;414
10535;288
10536;1008
10537;905
10538;1008
10539;581
10540;285
10541;276
10543;283
10544;285
10545;285
10546;276
10547;285
10548;276
10549;285
10550;276
10551;276
10552;285
10553;285
10554;276
10555;283
10556;288
10557;163
10558;181
10559;154
10560;142
10561;142
10562;154
10563;142
10564;154
10565;142
10566;154
10567;154
10568;154
10569;142
10571;142
10572;138
10574;155
10575;857
10577;283
10578;957
10581;288
10584;158
10589;82
10590;93
10595;145
10597;30
10598;165
10599;156
10600;407
10601;396
10604;60
10605;57
10606;60
10607;78
10608;66
10609;78
10610;78
10611;78
10612;78
10613;66
10614;153
10615;78
10616;101
10617;78
10618;66
10619;78
10620;66
10621;78
10622;66
10623;78
10625;254
10626;256
10627;57
10628;60
10630;60
10631;57
10632;194
10633;199
10634;277
10635;260
10636;199
10637;194
10638;203
10639;203
10640;208
10641;208
10642;286
10644;148
10645;201
10646;201
10647;148
10648;201
10649;148
10650;148
10651;166
10652;22
10653;840
10654;796
10655;796
10656;924
10657;877
10658;924
10659;924
10660;877
10662;208
10663;200
10664;200
10665;200
10666;200
10667;158
10668;158
10671;138
10672;153
10673;156
10675;30
10677;30
10678;30
10679;408
10680;66
10686;99
10687;874
10688;985
10689;186
10690;1136
10691;1069
10692;1111
10694;185
10695;798
10696;39
10697;36
10700;1247
10702;779
10703;106
10704;54
10705;57
10706;54
10707;57
10708;843
10710;188
10711;874
10712;57
10714;78
10715;165
10716;156
10718;1071
10719;1123
10724;57
10729;1030
10732;220
10733;208
10734;203
10736;197
10737;188
10738;197
10740;197
10741;188
10742;1094
10743;1559
10745;908
10746;842
10747;908
10748;842
10749;57
10750;57
10751;57
10752;1160
10753;57
10754;57
10755;242
10756;21
10757;21
10758;57
10759;57
10760;875
10761;794
10762;875
10763;812
10765;812
10770;142
10771;69
10773;69
10774;34
10775;34
10776;6
10777;6
10778;6
10779;6
10780;1940
10781;1581
10782;1697
10783;1641
10784;2338
10785;1941
10792;9967
10793;9264
10794;971
10795;5777
10796;5793
10797;2400
10798;3419
10799;1158
10800;203
10802;16053
10803;1071
10804;1018
10810;1123
10813;5950
10814;6007
10815;2621
10816;2672
10817;2209
10818;2249
10819;9103
10820;9233
10821;4294
10822;4483
10823;1948
10824;2981
10826;1123
10827;417
10828;429
10829;900
10830;922
10831;48
10832;54
10833;54
10834;48
10835;352
10836;111
10837;166
10838;990
10839;1069
10840;1136
10841;6
10842;6
10843;6
10845;27
10857;191
10858;185
10859;191
10860;185
10861;191
10862;185
10863;191
10864;185
10865;191
10867;191
10868;185
10869;33
10870;197
10871;197
10872;158
10873;33
10874;131
10875;131
10876;131
10877;131
10878;142
10879;142
10880;196
10881;172
10882;164
10884;40
10885;222
10886;216
10890;8
10891;60
10892;158
10893;158
10894;158
10895;8
10897;101
10898;798
10899;874
10900;2049
10901;803
10902;867
10903;909
10904;843
10905;196
10906;148
10907;201
10908;86
10910;74
10911;796
10912;840
10915;840
10917;877
10918;796
10920;567
10923;794
10924;310
10925;314
10926;111
10928;108
10929;105
10930;337
10931;108
10934;126
10935;105
10936;105
10937;105
10938;810
10939;830
10940;126
10941;96
10942;99
10943;99
10944;96
10945;99
10947;12
10948;252
10949;250
10950;1019
10952;1074
10953;1152
10954;900
10955;922
10956;1070
10957;15
10958;15
10959;409
10965;162
10966;48
10967;48
10968;819
10969;2461
10970;2011
10971;109
10972;109
10973;117
10974;768
10975;819
10976;241
10977;254
10978;1045
10979;254
10980;254
10981;226
10982;254
10985;1035
10987;100
10988;100
10989;96
10990;1071
10991;1071
10992;783
10993;783
10994;840
10995;783
10996;840
10997;768
10998;819
10999;226
11000;62
11001;416
11002;176
11003;93
11004;105
11005;105
11009;39
11010;33
11012;370
11015;39
11016;33
11017;33
11018;39
11019;201
11020;39
11022;30
11023;198
11025;206
11026;654
11027;372
11028;282
11029;282
11030;294
11031;294
11032;387
11033;681
11036;855
11037;831
11038;435
11039;405
11040;81
11041;81
11042;2100
11043;184
11045;372
11046;387
11047;372
11048;387
11049;372
11050;387
11051;372
11052;387
11053;372
11054;387
11055;387
11056;372
11057;387
11058;372
11059;372
11060;387
11061;732
11063;66
11066;60
11067;66
11069;60
11070;2049
11071;427
11074;86
11075;84
11076;368
11077;378
11078;378
11079;368
11080;236
11081;234
11082;234
11083;236
11084;236
11085;234
11088;236
11089;234
11090;150
11091;150
11092;150
11093;150
11094;86
11095;84
11096;150
11097;150
11098;12
11099;12
11100;368
11102;378
11104;430
11105;511
11106;368
11107;511
11109;150
11110;150
11111;150
11112;150
11113;150
11114;150
11115;432
11116;1276
11117;86
11118;84
11119;84
11120;86
11121;86
11122;84
11123;86
11125;86
11126;84
11127;368
11128;378
11130;313
11131;210
11133;594
11134;507
11135;216
11137;495
11139;389
11142;45
11144;201
11146;166
11147;507
11148;495
11149;495
11150;507
11151;495
11152;507
11153;495
11157;661
11158;379
11159;162
11161;872
11162;671
11164;293
11165;293
11166;93
11167;301
11168;11865
11169;293
11170;293
11172;293
11173;172
11174;172
11175;172
11180;150
11181;150
11182;150
11183;150
11184;150
11185;150
11186;150
11187;150
11188;293
11189;293
11190;443
11191;293
11192;443
11193;293
11194;2100
11195;162
11196;177
11197;174
11198;174
11199;177
11201;150
11202;42
11203;458
11205;173
11206;233
11208;462
11209;449
11210;232
11211;135
11212;48
11213;133
11214;454
11215;454
11218;1065
11219;57
11220;443
11221;293
11222;293
11223;293
11225;327
11226;324
11229;293
11230;293
11231;293
11233;173
11235;98
11236;119
11239;366
11241;184
11242;39
11243;39
11249;18
11250;472
11251;464
11252;472
11253;464
11254;472
11255;464
11256;198
11257;197
11258;246
11259;541
11260;407
11261;396
11262;455
11264;321
11265;335
11267;18
11269;1730
11270;1970
11271;2117
11272;2060
11273;18
11274;152
11275;146
11276;146
11277;152
11278;146
11279;152
11281;152
11282;81
11284;81
11285;84
11287;84
11288;146
11289;165
11290;39
11291;39
11292;94
11294;96
11295;96
11297;909
11298;96
11299;94
11300;59
11301;91
11302;62
11303;62
11304;80
11305;62
11306;62
11307;59
11308;62
11309;36
11310;59
11311;59
11312;59
11313;59
11314;91
11315;59
11316;59
11317;62
11318;62
11319;59
11320;59
11321;59
11322;138
11323;857
11324;59
11325;59
11328;1602
11329;499
11330;6
11333;173
11334;78
11335;184
11340;6
11342;875
11343;812
11351;40
11352;75
11353;40
11354;75
11355;40
11356;75
11357;40
11358;75
11360;43
11361;43
11362;6
11363;6
11364;62
11370;66
11380;336
11385;40
11388;18
11389;15
11390;18
11391;15
11392;18
11393;15
11394;15
11395;145
11401;164
11406;72
11408;973
11501;970
11503;586
11504;323
11505;314
11998;24
11999;59
12000;24
12001;59
12002;24
12003;59
12004;24
12005;24
12006;24
12007;24
12008;65
12010;65
12011;66
12012;65
12013;66
12014;65
12015;66
12016;65
12017;66
12018;66
12019;65
12020;65
12021;66
12026;100
12027;75
12028;75
12029;75
12030;75
12031;75
12032;70
12033;72
12034;138
12035;138
12036;70
12037;72
12038;72
12039;72
12040;72
12041;66
12042;66
12043;66
12046;48
12047;122
12048;30
12049;30
12050;30
12051;30
12052;45
12053;27
12054;48
12055;48
12056;48
12057;48
12058;48
12059;48
12060;48
12061;48
12062;48
12063;48
12064;48
12065;288
12066;440
12067;440
12068;440
12069;440
12070;768
12071;90
12072;77
12073;154
12074;201
12075;154
12076;201
12077;154
12079;154
12082;12
12084;111
12085;108
12086;108
12087;159
12088;48
12089;122
12090;65
12091;70
12092;73
12097;15
12098;21
12100;15
12103;996
12105;334
12106;76
12107;66
12108;135
12109;133
12111;4363
12112;197
13000;27
13001;33
13002;27
13003;33
13004;27
13005;33
13006;27
13007;33
13008;27
13009;33
13010;27
13011;27
13012;33
13013;27
13014;33
13015;27
13016;33
13017;33
13018;27
13019;162
13020;27
13021;33
13022;43
13023;27
13025;27
13026;33
13029;33
13030;800
13037;108
13038;1022
13039;226
13040;132
13041;27
13043;819
13044;1029
13045;185
13046;59
13047;768
13048;1579
13049;1579
13050;95
13051;95
13052;92
13055;95
13056;60
13057;2486
13058;733
13060;130
13062;179
13063;348
13064;153
13065;159
13066;109
13067;60
13068;60
13069;60
13070;60
13071;199
13072;250
13076;210
13078;210
13079;210
13080;210
13081;210
13082;210
13083;115
13085;316
13086;316
13087;316
13090;100
13091;60
13092;60
13093;100
13094;88
13095;48
13096;48
13097;88
13098;48
13099;88
13102;288
13103;283
13104;288
13105;283
13106;106
13107;106
13108;106
13109;106
13111;106
13113;112
13114;112
13115;106
13117;106
13118;106
13119;112
